chromosome,Start,End,strand,Blood,CFASN,LTB4,GENE ID
1,211476522,211492917,-,1.42415224,0.706066713,23.44015608,RD3
1,211442274,211442806,+,0,0,0.829335095,ARPC3P2
1,211417025,211417934,+,0,8.587546162,1.42061552,SNX25P1
1,211382803,211435333,+,32.21459921,127.6681863,51.14215872,LINC00467
1,211326615,211374946,+,325.499631,26.83053508,134.6686017,TRAF5
1,211258377,211316385,+,1572.071312,546.8637486,942.680212,RCOR3
1,211132588,211133374,-,0,0,0,KCNH1-IT1
1,210859177,210862285,-,0,0.506460764,0,IPO8P1
1,210265636,210267241,-,0,0.572503077,0,ST13P19
1,210232799,210246631,+,0,548.4270934,69.60399639,SERTAD4
1,209938174,210171389,+,0,0,0,SYT14
1,209785623,209806175,-,15.42101377,1994.44249,211.2784826,IRF6
1,209779208,209784559,-,34.80513153,59.30960386,64.63800616,C1orf74
1,209756032,209782320,+,3956.123157,405.6750722,4595.345762,TRAF3IP3
1,209744373,209745214,+,0,0,0.71030776,ADORA2BP1
1,209686178,209734950,+,2.028488459,24.34892743,9.952021142,HSD11B1
1,209675420,209676388,+,8945.068815,1742.593509,5950.767744,G0S2
1,209623444,209623510,-,0,2.29001231,0,MIR4260
1,209614870,209652466,-,30.02548692,18028.70744,4966.09383,LAMB3
1,209583717,209613938,+,0,23.47262618,31.51473362,CAMK1G
1,209432133,209432242,+,0,0,0,MIR205
1,209428820,209432838,+,0,1.012921529,0,MIR205HG
1,208697369,208697698,-,0,0,0,RPS26P13
1,208022242,208244320,-,801.4581894,360.0940234,1892.763785,PLXNA2
1,207880972,207911402,-,1.582928408,4.007521542,1.457092983,CD34
1,207802443,207802523,-,0,0,0,MIR29B2
1,207801852,207801939,-,0,0,0,MIR29C
1,207762584,207763263,+,12.02594538,4.007521542,22.01954056,CDCA4P4
1,207752057,207795513,+,24376.17861,17060.85153,6237.212441,CD46
1,207658454,207659142,+,0,0,0,CDCA4P3
1,207645234,207657410,+,0.853830362,0,0,CD46P1
1,207645113,207738416,+,23.82267919,0,3.317340381,CR1L
1,207496147,207641765,+,14167.17316,102.3796733,1782.16217,CR1
1,207454230,207489895,+,38.1191877,0,4.97215432,CR2
1,207321376,207386804,+,7868.554348,14291.96683,19842.69225,CD55
1,207225798,207229202,+,0,0,0,C4BPAP2
1,207165496,207183910,+,0,0,0,C4BPAP1
1,207104262,207144972,+,90.72219466,7.0904507,11.65674387,C4BPA
1,207088842,207099993,+,2.031763857,333.6461137,57.49895354,C4BPB
1,207043849,207052980,-,533.5234041,367.2081488,706.6318764,YOD1
1,207034366,207081024,+,1385.41988,2729.82352,8186.035228,PFKFB2
1,207018521,207032756,-,9.089300139,4233.420009,632.8544427,C1orf116
1,206957965,206970625,-,0,2.632316479,0,FCAMR
1,206928518,206946466,-,1.44115941,9.213107677,1.42061552,PIGR
1,206904386,206923247,-,1780.839506,103.3179959,989.3967685,FCMR
1,206897443,206904139,+,189.0832205,20.61011079,130.2056099,IL24
1,206865354,206869223,+,0,0.706066713,0.71030776,IL20
1,206798870,206842981,+,0,0.572503077,4.146675476,IL19
1,206767602,206772494,-,0,2.29001231,17.04738624,IL10
1,206684944,206734283,+,5684.49923,4243.634744,10287.48527,MAPKAPK2
1,206635536,206684419,+,5.923443322,43.55562573,11.65674387,DYRK3
1,206571292,206612463,-,536.6103883,597.1207098,390.5009195,EIF2D
1,206507530,206589448,+,19865.41666,1634.54444,22415.91846,RASSF5
1,206491116,206497728,-,14.65366877,22.28427363,5.828371933,C1orf147
1,206474803,206474864,+,0,0,0,MIR6769B
1,206470476,206496889,+,238.8183739,817.6252532,258.3943842,IKBKE
1,206203345,206464443,+,1645.016151,1495.578637,6439.882797,SRGAP2
1,206186179,206204414,-,6.618468003,15.79389888,43.12542495,FAM72A
1,206109692,206117699,-,0,0,0,AVPR1B
1,206035253,206062257,+,0,0,0,BX571818.1
1,206009264,206023909,-,0,109.2880077,11.65674387,CTSE
1,205976740,206003461,-,0,69.54691401,12.70792054,RAB7B
1,205913048,205943460,-,0,64.5792773,11.86072583,SLC26A9
1,205828022,205850132,-,2.703260083,1.412133425,2.914185967,PM20D1
1,205789093,205813748,-,149.3785005,623.2009264,171.8944779,SLC41A1
1,205767986,205775460,-,792.8261956,149.3839602,439.6940505,RAB29
1,205712819,205750276,-,383.3925956,2078.21386,472.3546604,NUCKS1
1,205657851,205680459,-,193.6198284,62.97533852,39.34151055,SLC45A3
1,205597556,205631962,-,596.7279137,1009.322926,390.5009195,ELK4
1,205595041,205595147,+,1.285658641,1.519382293,1.513130356,RNU6-418P
1,205566716,205566799,+,0,0,0,RNU2-19P
1,205504595,205532793,+,11.3967023,210.1812172,24.2100857,CDK18
1,205448302,205448398,-,0,0.706066713,0,MIR135B
1,205434886,205437879,-,0.85710576,32.91994968,3.026260713,BLACAT1
1,205381378,205457091,-,0,12.70920083,1.457092983,LEMD1
1,205373252,205387440,+,1.44115941,0,0,LEMD1-AS1
1,205351247,205351471,+,15.36573014,49.42466988,27.23634642,SNRPGP10
1,205336065,205357090,-,2.136213604,0,0,KLHDC8A
1,205302059,205321791,-,6138.957374,547.990547,1166.587105,NUAK2
1,205228176,205285632,+,33.25531928,8.103372229,17.416037,TMCC2
1,205142505,205211566,-,797.9206186,387.4756638,542.2046095,DSTYK
1,205091163,205091946,+,0,0,0,AL583832.1
1,205086142,205122015,-,955.185366,742.9779413,1079.705901,RBBP5
1,205083129,205084460,-,91.36266946,51.52527697,71.11712675,TMEM81
1,205042937,205078284,+,0.853830362,0.65807912,1.65867019,CNTN2
1,204828651,205022822,+,9.247148608,2.025843057,27.36805814,NFASC
1,204707320,204707430,-,0,0,0,RNA5SP75
1,204617170,204685733,-,671.1017283,64.95813756,814.5149777,LRRN2
1,204562413,204562521,-,0.42855288,0,2.541584107,RNA5SP74
1,204516379,204558120,+,2766.864295,537.6506409,2267.093024,MDM4
1,204422628,204494724,-,189.4988783,844.4420392,3536.622337,PIK3C2B
1,204403387,204411791,-,5634.094043,3325.574216,7872.980369,PPP1R15B
1,204368431,204369719,-,0,1.717509232,0,LINC00628
1,204218851,204377665,-,16.95378934,960.7409407,187.2300292,PLEKHA6
1,204198160,204214092,-,0.42855288,131.6757078,26.2276737,GOLT1A
1,204190341,204196486,-,0,11.2970674,2.488005285,KISS1
1,204154819,204190324,-,0,9.160049239,1.513130356,REN
1,204131062,204152003,-,3.698859443,337.4998886,49.13729274,ETNK2
1,204073115,204127743,+,133.0313293,240.0624023,97.03220613,SOX13
1,204032447,204041265,-,0,0,0,LINC00303
1,203954640,203955780,+,0,0,0,CBX1P3
1,203903723,203904013,-,0,0,0,HSPE1P6
1,203872574,203874187,-,0.42855288,0,0,KRT8P29
1,203861603,203870550,+,143.8269949,623.4569072,209.8217791,SNRPE
1,203795714,203854999,+,380.4254892,378.451758,501.7477326,ZBED6
1,203795654,203854999,+,7572.917333,3196.948364,8273.796789,ZC3H11A
1,203765176,203776233,+,127.6010017,5.961164058,75.65651782,LAX1
1,203729581,203729705,+,0,0,0,SNORA77
1,203626561,203744081,+,4569.853503,5652.899639,1584.696613,ATP2B4
1,203494143,203508864,+,0,0,0,OPTC
1,203475828,203491352,+,0,0,0,PRELP
1,203400266,203400581,-,0,0,0,LARP7P1
1,203340628,203351758,-,0,0,0,FMOD
1,203318996,203319099,-,0,0,0,RNU6-487P
1,203305491,203309602,+,37895.63369,511.1922999,12136.06411,BTG2
1,203298758,203305309,-,116.9618941,13.81966152,182.1366229,LINC01136
1,203287152,203288801,+,82.9375831,5.152527697,164.6515071,LINC01353
1,203255743,203256475,+,0,0,0.829335095,NPM1P40
1,203212827,203273641,-,227.3638177,9.160049239,492.2201221,CHIT1
1,203178931,203186749,-,27181.28488,5969.087988,13006.4623,CHI3L1
1,203167811,203175813,-,428.6572538,90.81491853,292.8756896,MYBPH
1,203090654,203167405,+,5.1069027,203.346448,36.31512855,ADORA1
1,203083132,203086036,-,1.174658097,0,0,MYOG
1,203026498,203078740,+,101.4649243,87.61771223,75.29262256,PPFIA4
1,203007386,203024848,+,1174.565022,709.331313,1155.474736,TMEM183A
1,202961869,202967280,-,786.4393714,1581.2535,4192.884218,CYB5R1
1,202940823,202958572,-,8593.774653,5089.328865,27621.02756,ADIPOR1
1,202911812,202912729,+,23.09927535,12.70920083,131.034945,HNRNPA1P59
1,202891100,202928636,-,1121.605025,1136.767407,2354.662261,KLHL12
1,202878957,202889135,-,528.2409209,392.7371111,627.9490979,RABIF
1,202820266,202827225,+,0,1.974237359,0.829335095,MGAT4EP
1,202810954,202812156,+,1.872987689,18.89260156,4.235973512,PCAT6
1,202796030,202797094,+,0.42855288,0,0,SLC25A39P1
1,202724495,202809470,-,2267.98411,2070.187601,2519.362043,KDM5B
1,202590596,202710417,-,284.9696164,24.04512925,98.02247088,SYT2
1,202410108,202410207,-,0,0,0,RNU6-89P
1,202369526,202370145,-,0,0,0,CYCSP4
1,202348699,202592706,+,6629.106574,2251.288669,1797.078633,PPP1R12B
1,202331657,202341980,-,2.88231882,235.5923249,71.11712675,UBE2T
1,202193901,202319781,+,34.14034898,1.145006155,13.11383685,LGR6
1,202168051,202189455,+,17.11263662,1.717509232,7.464015856,PTPRVP
1,202147013,202161588,-,1310.628159,271.4629697,1851.77233,PTPN7
1,202133404,202144743,-,1796.03452,854.1866975,2254.51683,ARL8A
1,202122858,202133592,+,8.093700779,40.73462107,28.74947677,GPR37L1
1,202096759,202096978,+,0,0,0,CRIP1P3
1,202007945,202017188,+,92.70514137,6560.885268,1044.059946,ELF3
1,202003124,202003236,+,2.028488459,1.717509232,0,MIR6740
1,201982372,202006147,+,1856.501477,1121.533529,1395.895078,RNPEP
1,201955491,201970661,+,204.026676,1084.514389,305.9895265,TIMM17A
1,201896452,201946588,-,2.349316194,2.82426685,1.513130356,LMOD1
1,201888680,201892306,+,36.12798898,65.57280464,33.51313862,SHISA4
1,201863373,201863447,+,1.015881929,1.012921529,0.71030776,MIR6739
1,201829141,201884294,+,443.1671537,1474.973363,782.0629947,IPO9
1,201808611,201808702,+,0,0,0,MIR1231
1,201733406,201733505,+,0,0,0,RNU6-501P
1,201719508,201719627,+,0,0,0,MIR5191
1,201688259,201829559,-,0,0,0,IPO9-AS1
1,201622885,201826969,+,35.79458793,263.2316479,74.5823148,NAV1
1,201483530,201509456,-,416.6571636,1536.401167,811.037871,CSRP1
1,201464383,201469237,-,1.849429722,884.7015909,166.8973564,PHLDA3
1,201403768,201429866,-,0,6.954691401,0,TNNI1
1,201373244,201399915,-,0.99559936,2059.787645,305.9895265,LAD1
1,201359008,201377762,-,0,21.05853183,3.5515388,TNNT2
1,201283452,201332993,+,0,2.632316479,0.71030776,PKP1
1,201190825,201228952,+,0,4.942466988,2.541584107,IGFN1
1,201134772,201171574,-,120.5833295,944.3435369,182.146861,TMEM9
1,201113953,201127184,-,0.85710576,1.987054686,0.71030776,ASCL5
1,201039512,201112566,-,0,0,5.68246208,CACNA1S
1,200969390,201023700,-,10523.90854,731.0864299,6792.807124,KIF21B
1,200933345,200933447,-,0,0,0,RNU6-704P
1,200917460,200966668,+,15.50749914,3.038764586,4.26184656,MROH3P
1,200872955,200874178,+,2.028488459,0,0,GPR25
1,200863808,200864152,+,0,0.706066713,0,RPL34P6
1,200739558,200860704,+,21.95547424,1072.668965,183.5937159,CAMSAP2
1,200623896,200669969,-,860.9966683,559.3355067,1208.099646,DDX59
1,200551497,200620734,-,3.850425125,55.63753121,46.62697547,KIF14
1,200404940,200410056,-,2577.583474,901.647192,3242.638354,ZNF281
1,200253419,200400705,-,29.46484368,16.71320522,86.65754672,LINC00862
1,200054061,200054165,+,0,0,0,RNU6-570P
1,200027602,200177424,+,1.015881929,2.82426685,9.078782138,NR5A2
1,200014689,200014795,-,0,0,0,RNU6-609P
1,200008505,200008607,-,0,0,0,RNU6-716P
1,199888159,199888261,+,0,0,0,RNU6-778P
1,199371877,199372297,+,0,0,0,RPL23AP16
1,199016133,199076735,+,0,0,0,LINC01221
1,199006040,199021037,-,0,0,0,LINC01222
1,198859044,198859153,-,0,0,0,MIR181A1
1,198858873,198858982,-,0,0.993527343,3.5515388,MIR181B1
1,198807493,198937429,-,0.42855288,2.862515387,7.81338536,MIR181A1HG
1,198679139,198680033,-,19.67421624,0,2.13092328,PEBP1P3
1,198638457,198757476,+,106552.1045,2593.383035,36974.1184,PTPRC
1,198523222,198540945,-,0,0,0,ATP6V1G3
1,198197779,198198186,-,1.444434809,0,0,PRR13P1
1,198156963,198322420,+,2560.577492,1147.86867,2510.937932,NEK7
1,197911902,197935478,+,0,0,0,LHX9
1,197902647,197907367,+,0,24.83818358,7.285464917,C1orf53
1,197746751,197747451,-,0,0,0,FAM204BP
1,197688760,197690627,+,0,0,0,EEF1A1P32
1,197504748,197775696,-,233.7989138,472.3150389,177.0362517,DENND1B
1,197363817,197364078,+,0,0,0,MRPS21P3
1,197268204,197478455,+,0,1.31615824,1.65867019,CRB1
1,197153680,197200542,-,52.20156642,444.1067223,92.30095174,ZBTB41
1,197138748,197139307,-,0,0,0,SEPT14P12
1,197084128,197146694,-,6.41191621,87.43040619,42.25569652,ASPM
1,197038741,197067267,-,0,0,0,F13B
1,196977556,197009674,+,0,0,0,CFHR5
1,196943756,196959226,+,0,0,0,CFHR2
1,196888014,196918713,+,0,0,0,CFHR4
1,196819757,196832189,+,0,0,0,CFHR1
1,196774795,196795406,+,0,1.717509232,0,CFHR3
1,196651878,196747504,+,64.19777167,1429.685847,185.0508089,CFH
1,196582413,196582481,-,0,0,0,MIR4735
1,196225779,196609225,-,0,1.31615824,1.65867019,KCNT2
1,194488103,194488205,-,0,0,0,RNU6-983P
1,194188967,194190342,+,0.42855288,0,0,EEF1A1P14
1,193756815,193757267,-,0,0,0,RPL23AP22
1,193304745,193365953,+,0.42855288,0.993527343,1.42061552,LINC01031
1,193179045,193186654,-,4.694458803,0.506460764,4.97215432,B3GALT2
1,193136503,193136583,+,0,0,0,MIR1278
1,193121800,193254815,+,1010.782731,1006.443199,795.5158255,CDC73
1,193090866,193106114,-,37.57879751,123.1973905,50.99825442,GLRX2
1,193059422,193091777,+,627.817631,654.3710175,425.4489038,TROVE2
1,193012250,193060080,-,192.0468478,567.3041129,173.394065,UCHL5
1,192993449,192994677,-,2.703260083,1.974237359,1.513130356,ZNF101P2
1,192875686,192875985,-,0,0,0,RN7SKP126
1,192809039,192812283,+,88312.18124,1362.708755,15859.11927,RGS2
1,192636138,192660306,+,3.203146556,0,2.914185967,RGS13
1,192575727,192580031,+,316.6953085,56.63105855,879.0952009,RGS1
1,192316992,192367285,+,0,0,0,RGS21
1,192158457,192185815,+,5047.83845,345.9726892,2045.128012,RGS18
1,191146025,191146961,-,0,0,0,HNRNPA1P46
1,190478551,190480735,+,0,0,0,LINC01351
1,190097662,190478404,-,0,0,0,BRINP3
1,189666149,189666256,-,0,0,0,RNA5SP73
1,189132350,189133292,-,0,0,0,GAPDHP75
1,189035961,189036444,-,0,0,0,CLPTM1LP1
1,188905688,189037262,+,0,0,0,LINC01035
1,188694320,188695111,+,0,0,0,RPS3AP9
1,188155839,188156180,-,0,0,0,RN7SKP156
1,187706561,187708898,+,0,0,0,SLC4A1APP2
1,187563061,187564131,+,0,0,0,FDPSP1
1,187070700,187686622,+,0,0,0,ERVMER61-1
1,186828953,186988981,+,60.85736447,360.6504255,78.68277853,PLA2G4A
1,186680622,186681446,+,16.25553086,8.555028557,11.36492416,PACERR
1,186671791,186680427,-,32396.24798,648.6459867,1370.890912,PTGS2
1,186578279,186579299,+,0,0,0,AL096803.1
1,186443566,186461122,-,0,0.65807912,0,PDC
1,186435161,186470291,+,0,0,0,AL596220.1
1,186400572,186401455,+,17.59127123,4.051686115,7.81338536,OCLM
1,186311825,186311928,-,0,0,0,RNU6-1240P
1,186311652,186375693,-,11465.66141,4076.221911,5590.865777,TPR
1,186296279,186314562,+,16.96440536,0,2.541584107,PRG4
1,185734551,186190949,+,8.501971091,11.18734504,43.95476004,HMCN1
1,185558372,185628527,-,0,0,0,LINC01350
1,185434244,185434305,+,0,0,0,RNU7-183P
1,185321157,185335039,-,3.850425125,3.530333563,45.45969664,GS1-279B7.1
1,185296388,185317329,-,10303.36804,6904.566125,100715.7241,IVNS1ABP
1,185226808,185227700,-,0,0,1.513130356,RPL5P5
1,185157080,185291765,+,500.112119,195.7960525,572.7036188,SWT1
1,185118098,185157072,-,402.9035026,451.7049281,465.2515828,TRMT1L
1,185071567,185072035,-,0,0,0,FTH1P25
1,185045364,185102608,+,204.0496038,250.7281446,207.3337738,RNF2
1,185014951,185015067,-,0,0,0,RNA5SP72
1,184821428,184821489,-,3.165856817,0,0.71030776,RNU7-13P
1,184790724,184974550,-,39335.31439,1796.922792,8276.288145,FAM129A
1,184690231,184754913,-,1621.578081,1615.031181,1740.96432,EDEM3
1,184387058,184629020,+,98.0133425,290.1099842,116.1069133,C1orf21
1,184335658,184335949,+,0,0,0,RN7SL654P
1,184051651,184123978,+,72.83982051,278.5534204,83.05430005,TSEN15
1,183929854,184037729,-,37.41390143,5.648533701,47.59061992,COLGALT2
1,183754418,183754937,-,0,0,0,AL590422.1
1,183646404,183653316,-,0,0,0,APOBEC4
1,183636085,183928531,+,56.60575262,684.8847112,513.3999896,RGL1
1,183620846,183635757,-,12883.18886,2510.77323,11801.76343,ARPC5
1,183555563,183590876,-,74570.67617,8835.208033,81007.06305,NCF2
1,183472216,183598246,+,3357.620237,4321.843942,3984.072228,SMG7
1,183460874,183472265,-,10.26561673,45.18826961,19.17830952,SMG7-AS1
1,183248237,183418602,-,5.406520167,1157.459355,98.27458547,NMNAT2
1,183186238,183244900,+,9.841266951,28167.76056,3151.692123,LAMC2
1,183023460,183145592,+,11.08049886,3112.056158,550.7811477,LAMC1
1,182982212,182982318,-,0,0,0,RNU6-41P
1,182959074,182960405,-,0,1.987054686,0,KRT18P28
1,182955390,182956148,-,0,0,0,AL450304.1
1,182944365,182944490,-,0,0,0,AL450304.2
1,182944365,182944490,-,0,0,0,RNA5SP71
1,182942115,182942404,-,0,0,0,HMGN1P4
1,182899865,182953525,-,0,0,0,SHCBP1L
1,182839369,182887751,+,3133.327742,4613.13463,3298.128976,DHX9
1,182789293,182830384,+,7395.269982,1692.591874,15369.80629,NPL
1,182641816,182684576,-,0,0.572503077,0,RGS8
1,182598623,182604408,-,18.63928259,35.4522535,19.90404228,RGS16
1,182573634,182589256,-,2705.898438,432.1128281,2233.205235,RNASEL
1,182441577,182442362,+,0,0,0,TEDDM2P
1,182409192,182560599,+,6.841396789,0,7.565651782,RGSL1
1,182407621,182414815,+,5.764637641,0,4.26184656,LINC00272
1,182398117,182400616,-,4.340514914,0.572503077,10.59191249,TEDDM1
1,182381704,182392206,-,110194.0246,22144.37031,103854.3024,GLUL
1,182336001,182336334,+,4.161456177,1.31615824,0.847194702,EIF1P3
1,182327068,182327174,+,0,0,0,RNU6-152P
1,182182730,182183096,-,3.421872244,0,8.471947024,YPEL5P1
1,182129310,182314061,-,4.174528259,1.519382293,17.416037,LINC01344
1,182054570,182061712,-,0,0,1.42061552,ZNF648
1,181839473,181839774,-,0,0,0,RN7SKP229
1,181771566,181771644,+,0,0,0,RNA5SP70
1,181317690,181808084,+,683.6155321,12.15505834,45.61343023,CACNA1E
1,181088712,181092899,+,1665.030784,1630.803661,2681.371233,IER5
1,181033425,181061938,+,1198.159108,942.5990613,1943.76204,MR1
1,180972712,181023121,-,948.5147414,1076.04567,4161.420378,STX6
1,180949699,180954887,-,5.936515404,4.942466988,56.39478647,KIAA1614-AS1
1,180913154,180951614,+,104.483171,43.77613618,313.2179838,KIAA1614
1,180632004,180890251,+,502.5211591,1749.569405,644.3933689,XPR1
1,180552749,180566520,+,0,0,0,OVAAL
1,180438314,180438390,-,0,0,0,MIR3121
1,180434800,180435936,+,0,0,0,VDAC1P4
1,180269653,180502954,-,265.5300228,603.4182436,262.1035634,ACBD6
1,180230286,180278982,+,54.79361263,46.37274927,136.9667404,LHX4
1,180154834,180204030,+,1906.504229,31583.84928,11685.88573,QSOX1
1,180117140,180123890,-,0,0,0,AL390718.1
1,179954738,180114880,+,3572.239707,1753.004423,2523.723471,CEP350
1,179900262,179900564,+,2.028488459,0,0,RN7SL230P
1,179882042,179925000,+,2926.571619,1667.128962,4024.926748,TOR1AIP1
1,179839967,179877803,-,1611.957476,2123.142605,1420.829405,TOR1AIP2
1,179816184,179818191,-,0,0,0,AL359853.1
1,179743163,179816198,+,0,0,0,FAM163A
1,179591613,179691272,+,0,0,0,TDRD5
1,179576268,179576349,+,0,0,0,RNU5F-2P
1,179550539,179575952,-,0,0,0,NPHS2
1,179447602,179457315,-,0,0,0,HNRNPA1P54
1,179447578,179448440,-,0,0,0,MEF2AP1
1,179365720,179554735,+,1.603210977,0.706066713,1.513130356,AXDND1
1,179293714,179358680,+,1147.987216,1388.127157,531.603796,SOAT1
1,179255733,179256081,+,0,0,0,COX5BP8
1,179201705,179201926,+,0,0,0,EIF4A1P11
1,179183734,179184547,+,0,0,0,SETP10
1,179099327,179229684,-,408.0336996,1507.452431,746.4015856,ABL2
1,179081377,179098023,+,272.1593562,742.5364914,347.3404946,TOR3A
1,179025804,179076562,+,178.2118757,1318.932619,330.4059339,FAM20B
1,178849705,178871052,-,3.634974835,0.706066713,0.829335095,ANGPTL1
1,178746683,178747754,-,0.853830362,0,0,PTPN2P1
1,178725147,178921841,+,790.8778008,851.8845792,304.3659799,RALGPS2
1,178677749,178677834,+,0,0,0,MIR4424
1,178560913,178561029,+,0,0,0,RNA5SP69
1,178542752,178548889,+,6.553714721,20.25843057,7.285464917,C1orf220
1,178513077,178548602,+,0,0,0,TEX35
1,178094141,178484147,+,8.701282884,2027.789307,292.8756896,RASAL2
1,178091508,178093984,-,0,36.64019696,3.388778809,RASAL2-AS1
1,177923956,177984303,-,0,3.290395599,0,SEC16B
1,177393287,177597709,-,0,0,0,AL122019.1
1,177171497,177282422,+,0,3.948474719,2.488005285,BRINP2
1,177029363,177029445,-,0,0,0,MIR488
1,176857302,177164973,-,0,1.012921529,0,ASTN1
1,176616273,176616786,-,0,0,0,PTP4A1P7
1,176463171,176845605,+,3.634974835,16.23953439,2.541584107,PAPPA2
1,176367699,176368401,-,0,0,0,MORF4L1P7
1,176243862,176244029,-,0,0,0,RNU2-12P
1,176017277,176018760,+,0,0,0,AL590723.1
1,175968398,175968540,-,0,0,0,SCARNA3
1,175538775,175556818,-,0,0,0,TNR-IT1
1,175315194,175743770,-,9.247148608,0,3.317340381,TNR
1,175156987,175192999,-,7959.970756,2731.206666,11902.61729,KIAA0040
1,175067858,175148066,+,0,0,0,TNN
1,175044626,175045648,-,0,0,0,SDCCAG3P2
1,175010789,175023425,-,130.1721419,340.8849841,145.2605142,MRPS14
1,174999163,175011715,+,423.4714295,801.3857188,617.8546459,CACYBP
1,174996524,174996629,+,0,0,0,RNU6-307P
1,174896958,174897996,+,0,0,0,RABGAP1L-IT1
1,174849667,174850168,-,0,0,0,NDUFAF4P4
1,174756850,174757119,-,0,0,0,BANF1P4
1,174448111,174449198,+,0.853830362,0,0,GPR52
1,174367105,174368039,-,0,0,0,AL022400.1
1,174159410,174995308,+,3180.811131,589.1056667,1020.911502,RABGAP1L
1,174090136,174090474,-,0,0,0,RPL30P1
1,174009267,174016206,-,0.587329049,0,0.829335095,RC3H1-IT1
1,173969318,173969436,-,0,0,0,RNA5SP68
1,173931214,174022297,-,4398.397679,679.2361775,2590.47917,RC3H1
1,173921070,173921200,+,0,0,0,RNA5SP67
1,173903804,173917378,-,8.396832142,1.412133425,4.37127895,SERPINC1
1,173868082,173903549,+,3090.331695,351.6212229,1998.806037,ZBTB37
1,173863900,173868882,-,770.1326509,3409.828329,1304.318367,GAS5
1,173863248,173863941,+,4.519573651,5.264632958,1.65867019,GAS5-AS1
1,173824568,173858808,+,68.13460865,490.2689442,177.0362517,DARS2
1,173799550,173824720,-,18.77783521,117.3631309,76.29882875,CENPL
1,173791548,173791887,+,1.42415224,0,0,RN7SKP160
1,173714941,173786702,+,193.4812758,352.0893926,207.2988588,KLHL20
1,173609561,173669862,-,0,4.606553839,0,ANKRD45
1,173500464,173603094,-,0,0,0,SLC9C2
1,173477266,173488807,+,923.4233497,2658.131789,1464.378448,PRDX6
1,173183734,173207313,-,30.79044697,12.00313411,22.02706226,TNFSF4
1,173141100,173142350,-,0,0,0,GOT2P2
1,173039960,173050963,-,0,23.47262618,7.565651782,TNFSF18
